"days","degdays","subj","taxa","counts","fracBySubjDay","type"
0,0,"A5","Opiliones",123,0.0358914502480303,"euk"
0,0,"A5","Peronosporomycetes",12,0.00350160490224686,"euk"
0,0,"A5","Phaeosphaeriaceae",1,0.000291800408520572,"euk"
0,0,"A5","Phaffomycetaceae",2,0.000583600817041144,"euk"
0,0,"A5","Pichiaceae",23,0.00671140939597315,"euk"
0,0,"A5","Poales",113,0.0329734461628246,"euk"
0,0,"A5","Ranunculales",0,0,"euk"
0,0,"A5","Rare",11,0.00320980449372629,"euk"
0,0,"A5","Rhabditida",1296,0.378173329442661,"euk"
0,0,"A5","Rhizaspididae",0,0,"euk"
0,0,"A5","Rhizopodaceae",2,0.000583600817041144,"euk"
0,0,"A5","Rhynchogastremataceae",0,0,"euk"
0,0,"A5","Saccharomycetaceae",594,0.17332944266122,"euk"
0,0,"A5","Saccharomycodaceae",0,0,"euk"
0,0,"A5","Sapindales",0,0,"euk"
0,0,"A5","Schizosaccharomycetaceae",0,0,"euk"
0,0,"A5","Sphaeropleales",0,0,"euk"
0,0,"A5","Sporidiobolaceae",1,0.000291800408520572,"euk"
0,0,"A5","Taphrinaceae",0,0,"euk"
0,0,"A5","Trichosporonaceae",74,0.0215932302305223,"euk"
0,0,"A5","Trichostomatia",637,0.185876860227604,"euk"
0,0,"A5","Trypanosomatida",2,0.000583600817041144,"euk"
0,0,"A5","Ustilaginaceae",0,0,"euk"
0,0,"A6","Acari",0,0,"euk"
0,0,"A6","Apiales",0,0,"euk"
0,0,"A6","Ascaridida",3,0.000691244239631336,"euk"
0,0,"A6","Aspergillaceae",46,0.0105990783410138,"euk"
0,0,"A6","Asterales",0,0,"euk"
0,0,"A6","Bacillariophyceae",3,0.000691244239631336,"euk"
0,0,"A6","Chlamydomonadales",8,0.00184331797235023,"euk"
0,0,"A6","Chromulinales",17,0.00391705069124424,"euk"
0,0,"A6","Cladosporiaceae",14,0.0032258064516129,"euk"
0,0,"A6","Coleoptera",0,0,"euk"
0,0,"A6","Collembola",0,0,"euk"
0,0,"A6","Cystofilobasidiaceae",0,0,"euk"
0,0,"A6","Debaryomycetaceae",222,0.0511520737327189,"euk"
0,0,"A6","Didymellaceae",0,0,"euk"
0,0,"A6","Dipodascaceae",1,0.000230414746543779,"euk"
0,0,"A6","Diptera",171,0.0394009216589862,"euk"
0,0,"A6","Eimeriorina",13,0.00299539170506912,"euk"
0,0,"A6","Eustigmatales",13,0.00299539170506912,"euk"
0,0,"A6","Fabales",30,0.00691244239631336,"euk"
0,0,"A6","Haptoria",1,0.000230414746543779,"euk"
0,0,"A6","Herpotrichiellaceae",1,0.000230414746543779,"euk"
0,0,"A6","Hypotrichia",7,0.00161290322580645,"euk"
0,0,"A6","Lichtheimiaceae",2,0.000460829493087558,"euk"
0,0,"A6","Malasseziaceae",1,0.000230414746543779,"euk"
0,0,"A6","Mucoraceae",28,0.00645161290322581,"euk"
0,0,"A6","Neogregarinorida",1,0.000230414746543779,"euk"
0,0,"A6","Oligohymenophorea",48,0.0110599078341014,"euk"
0,0,"A6","Opiliones",0,0,"euk"
0,0,"A6","Peronosporomycetes",1,0.000230414746543779,"euk"
0,0,"A6","Phaeosphaeriaceae",0,0,"euk"
0,0,"A6","Phaffomycetaceae",5,0.00115207373271889,"euk"
0,0,"A6","Pichiaceae",21,0.00483870967741936,"euk"
0,0,"A6","Poales",128,0.0294930875576037,"euk"
0,0,"A6","Ranunculales",0,0,"euk"
0,0,"A6","Rare",40,0.00921658986175115,"euk"
0,0,"A6","Rhabditida",2495,0.574884792626728,"euk"
0,0,"A6","Rhizaspididae",7,0.00161290322580645,"euk"
0,0,"A6","Rhizopodaceae",5,0.00115207373271889,"euk"
0,0,"A6","Rhynchogastremataceae",0,0,"euk"
0,0,"A6","Saccharomycetaceae",785,0.180875576036866,"euk"
0,0,"A6","Saccharomycodaceae",0,0,"euk"
0,0,"A6","Sapindales",0,0,"euk"
0,0,"A6","Schizosaccharomycetaceae",0,0,"euk"
0,0,"A6","Sphaeropleales",5,0.00115207373271889,"euk"
0,0,"A6","Sporidiobolaceae",2,0.000460829493087558,"euk"
0,0,"A6","Taphrinaceae",0,0,"euk"
0,0,"A6","Trichosporonaceae",89,0.0205069124423963,"euk"
0,0,"A6","Trichostomatia",122,0.028110599078341,"euk"
0,0,"A6","Trypanosomatida",5,0.00115207373271889,"euk"
0,0,"A6","Ustilaginaceae",0,0,"euk"
1,27,"A1","Acari",3,0.00025612567232989,"euk"
1,27,"A1","Apiales",0,0,"euk"
1,27,"A1","Ascaridida",25,0.00213438060274908,"euk"
1,27,"A1","Aspergillaceae",1451,0.123879450183557,"euk"
1,27,"A1","Asterales",0,0,"euk"
1,27,"A1","Bacillariophyceae",0,0,"euk"
1,27,"A1","Chlamydomonadales",35,0.00298813284384871,"euk"
1,27,"A1","Chromulinales",0,0,"euk"
1,27,"A1","Cladosporiaceae",67,0.00572014001536754,"euk"
1,27,"A1","Coleoptera",1,8.53752241099633e-05,"euk"
1,27,"A1","Collembola",0,0,"euk"
1,27,"A1","Cystofilobasidiaceae",0,0,"euk"
1,27,"A1","Debaryomycetaceae",431,0.0367967215913942,"euk"
1,27,"A1","Didymellaceae",125,0.0106719030137454,"euk"
1,27,"A1","Dipodascaceae",8,0.000683001792879706,"euk"
1,27,"A1","Diptera",290,0.0247588149918894,"euk"
1,27,"A1","Eimeriorina",10,0.000853752241099633,"euk"
1,27,"A1","Eustigmatales",0,0,"euk"
1,27,"A1","Fabales",8,0.000683001792879706,"euk"
1,27,"A1","Haptoria",0,0,"euk"
1,27,"A1","Herpotrichiellaceae",0,0,"euk"
1,27,"A1","Hypotrichia",0,0,"euk"
1,27,"A1","Lichtheimiaceae",307,0.0262101938017587,"euk"
1,27,"A1","Malasseziaceae",49,0.0041833859813882,"euk"
1,27,"A1","Mucoraceae",435,0.037138222487834,"euk"
1,27,"A1","Neogregarinorida",0,0,"euk"
1,27,"A1","Oligohymenophorea",134,0.0114402800307351,"euk"
1,27,"A1","Opiliones",0,0,"euk"
1,27,"A1","Peronosporomycetes",0,0,"euk"
1,27,"A1","Phaeosphaeriaceae",0,0,"euk"
1,27,"A1","Phaffomycetaceae",26,0.00221975582685905,"euk"
1,27,"A1","Pichiaceae",253,0.0215999316998207,"euk"
1,27,"A1","Poales",175,0.0149406642192436,"euk"
1,27,"A1","Ranunculales",0,0,"euk"
1,27,"A1","Rare",283,0.0241611884231196,"euk"
1,27,"A1","Rhabditida",2417,0.206351916673781,"euk"
1,27,"A1","Rhizaspididae",0,0,"euk"
1,27,"A1","Rhizopodaceae",101,0.00862289763510629,"euk"
1,27,"A1","Rhynchogastremataceae",22,0.00187825493041919,"euk"
1,27,"A1","Saccharomycetaceae",677,0.0577990267224451,"euk"
1,27,"A1","Saccharomycodaceae",0,0,"euk"
1,27,"A1","Sapindales",0,0,"euk"
1,27,"A1","Schizosaccharomycetaceae",0,0,"euk"
1,27,"A1","Sphaeropleales",0,0,"euk"
1,27,"A1","Sporidiobolaceae",70,0.00597626568769743,"euk"
1,27,"A1","Taphrinaceae",18,0.00153675403397934,"euk"
1,27,"A1","Trichosporonaceae",1638,0.13984461709212,"euk"
1,27,"A1","Trichostomatia",2654,0.226585844787843,"euk"
1,27,"A1","Trypanosomatida",0,0,"euk"
1,27,"A1","Ustilaginaceae",0,0,"euk"
1,27,"A2","Acari",0,0,"euk"
1,27,"A2","Apiales",0,0,"euk"
1,27,"A2","Ascaridida",7,0.000532440861032935,"euk"
1,27,"A2","Aspergillaceae",565,0.0429755837833726,"euk"
1,27,"A2","Asterales",0,0,"euk"
1,27,"A2","Bacillariophyceae",0,0,"euk"
1,27,"A2","Chlamydomonadales",23,0.00174944854339393,"euk"
1,27,"A2","Chromulinales",3,0.000228188940442687,"euk"
1,27,"A2","Cladosporiaceae",64,0.00486803072944398,"euk"
1,27,"A2","Coleoptera",2,0.000152125960295124,"euk"
1,27,"A2","Collembola",0,0,"euk"
1,27,"A2","Cystofilobasidiaceae",8,0.000608503841180497,"euk"
1,27,"A2","Debaryomycetaceae",270,0.0205370046398418,"euk"
1,27,"A2","Didymellaceae",77,0.00585684947136229,"euk"
1,27,"A2","Dipodascaceae",11,0.000836692781623184,"euk"
1,27,"A2","Diptera",1763,0.134099034000152,"euk"
1,27,"A2","Eimeriorina",9,0.00068456682132806,"euk"
1,27,"A2","Eustigmatales",0,0,"euk"
1,27,"A2","Fabales",1,7.60629801475622e-05,"euk"
1,27,"A2","Haptoria",0,0,"euk"
1,27,"A2","Herpotrichiellaceae",1,7.60629801475622e-05,"euk"
1,27,"A2","Hypotrichia",9,0.00068456682132806,"euk"
1,27,"A2","Lichtheimiaceae",61,0.00463984178900129,"euk"
1,27,"A2","Malasseziaceae",6,0.000456377880885373,"euk"
1,27,"A2","Mucoraceae",296,0.0225146421236784,"euk"
1,27,"A2","Neogregarinorida",0,0,"euk"
1,27,"A2","Oligohymenophorea",50,0.00380314900737811,"euk"
1,27,"A2","Opiliones",0,0,"euk"
1,27,"A2","Peronosporomycetes",5,0.000380314900737811,"euk"
1,27,"A2","Phaeosphaeriaceae",22,0.00167338556324637,"euk"
1,27,"A2","Phaffomycetaceae",161,0.0122461398037575,"euk"
1,27,"A2","Pichiaceae",438,0.0333155853046322,"euk"
1,27,"A2","Poales",110,0.00836692781623184,"euk"
1,27,"A2","Ranunculales",0,0,"euk"
1,27,"A2","Rare",240,0.0182551152354149,"euk"
1,27,"A2","Rhabditida",5126,0.389898836236404,"euk"
1,27,"A2","Rhizaspididae",5,0.000380314900737811,"euk"
1,27,"A2","Rhizopodaceae",108,0.00821480185593672,"euk"
1,27,"A2","Rhynchogastremataceae",28,0.00212976344413174,"euk"
1,27,"A2","Saccharomycetaceae",915,0.0695976268350194,"euk"
1,27,"A2","Saccharomycodaceae",11,0.000836692781623184,"euk"
1,27,"A2","Sapindales",2,0.000152125960295124,"euk"
1,27,"A2","Schizosaccharomycetaceae",0,0,"euk"
1,27,"A2","Sphaeropleales",0,0,"euk"
1,27,"A2","Sporidiobolaceae",63,0.00479196774929642,"euk"
1,27,"A2","Taphrinaceae",1,7.60629801475622e-05,"euk"
1,27,"A2","Trichosporonaceae",1763,0.134099034000152,"euk"
1,27,"A2","Trichostomatia",905,0.0688369970335438,"euk"
1,27,"A2","Trypanosomatida",16,0.00121700768236099,"euk"
1,27,"A2","Ustilaginaceae",2,0.000152125960295124,"euk"
1,27,"A3","Acari",2,0.000197005516154452,"euk"
1,27,"A3","Apiales",0,0,"euk"
1,27,"A3","Ascaridida",0,0,"euk"
1,27,"A3","Aspergillaceae",1286,0.126674546887313,"euk"
1,27,"A3","Asterales",0,0,"euk"
1,27,"A3","Bacillariophyceae",0,0,"euk"
1,27,"A3","Chlamydomonadales",30,0.00295508274231678,"euk"
1,27,"A3","Chromulinales",1,9.85027580772262e-05,"euk"
1,27,"A3","Cladosporiaceae",92,0.00906225374310481,"euk"
1,27,"A3","Coleoptera",3,0.000295508274231678,"euk"
1,27,"A3","Collembola",0,0,"euk"
1,27,"A3","Cystofilobasidiaceae",10,0.000985027580772262,"euk"
1,27,"A3","Debaryomycetaceae",225,0.0221631205673759,"euk"
1,27,"A3","Didymellaceae",277,0.0272852639873916,"euk"
1,27,"A3","Dipodascaceae",9,0.000886524822695035,"euk"
1,27,"A3","Diptera",670,0.0659968479117415,"euk"
1,27,"A3","Eimeriorina",68,0.00669818754925138,"euk"
1,27,"A3","Eustigmatales",0,0,"euk"
1,27,"A3","Fabales",107,0.0105397951142632,"euk"
1,27,"A3","Haptoria",27,0.00265957446808511,"euk"
1,27,"A3","Herpotrichiellaceae",1,9.85027580772262e-05,"euk"
1,27,"A3","Hypotrichia",98,0.00965327029156816,"euk"
1,27,"A3","Lichtheimiaceae",270,0.0265957446808511,"euk"
1,27,"A3","Malasseziaceae",0,0,"euk"
1,27,"A3","Mucoraceae",245,0.0241331757289204,"euk"
1,27,"A3","Neogregarinorida",0,0,"euk"
1,27,"A3","Oligohymenophorea",0,0,"euk"
1,27,"A3","Opiliones",0,0,"euk"
1,27,"A3","Peronosporomycetes",167,0.0164499605988968,"euk"
1,27,"A3","Phaeosphaeriaceae",23,0.0022655634357762,"euk"
1,27,"A3","Phaffomycetaceae",44,0.00433412135539795,"euk"
1,27,"A3","Pichiaceae",426,0.0419621749408983,"euk"
1,27,"A3","Poales",349,0.0343774625689519,"euk"
1,27,"A3","Ranunculales",0,0,"euk"
1,27,"A3","Rare",227,0.0223601260835303,"euk"
1,27,"A3","Rhabditida",1249,0.123029944838455,"euk"
1,27,"A3","Rhizaspididae",51,0.00502364066193853,"euk"
1,27,"A3","Rhizopodaceae",0,0,"euk"
1,27,"A3","Rhynchogastremataceae",52,0.00512214342001576,"euk"
1,27,"A3","Saccharomycetaceae",917,0.0903270291568164,"euk"
1,27,"A3","Saccharomycodaceae",0,0,"euk"
1,27,"A3","Sapindales",0,0,"euk"
1,27,"A3","Schizosaccharomycetaceae",0,0,"euk"
1,27,"A3","Sphaeropleales",0,0,"euk"
1,27,"A3","Sporidiobolaceae",51,0.00502364066193853,"euk"
1,27,"A3","Taphrinaceae",0,0,"euk"
1,27,"A3","Trichosporonaceae",1123,0.110618597320725,"euk"
1,27,"A3","Trichostomatia",2052,0.202127659574468,"euk"
1,27,"A3","Trypanosomatida",0,0,"euk"
1,27,"A3","Ustilaginaceae",0,0,"euk"
1,27,"A4","Acari",0,0,"euk"
1,27,"A4","Apiales",0,0,"euk"
1,27,"A4","Ascaridida",0,0,"euk"
1,27,"A4","Aspergillaceae",204,0.09375,"euk"
1,27,"A4","Asterales",0,0,"euk"
1,27,"A4","Bacillariophyceae",0,0,"euk"
1,27,"A4","Chlamydomonadales",0,0,"euk"
1,27,"A4","Chromulinales",0,0,"euk"
